id,SalePrice
1461,120646.62342638396
1462,161378.62257492545
1463,184966.0816525055
1464,199558.31034556022
1465,200063.6958684696
1466,168998.53759436033
1467,175849.43029230088
1468,158638.18527913844
1469,191185.52518035678
1470,120168.70747221714
1471,197003.60668127495
1472,97393.0268596627
1473,94193.75245524729
1474,149654.65932391264
1475,112226.04034165171
1476,381126.97257561854
1477,251967.8940688997
1478,279269.76701085595
1479,277834.70896604867
1480,486557.85990495305
1481,325271.19741019385
1482,207237.46837067386
1483,182444.73105390536
1484,159838.6545904952
1485,187288.8942532115
1486,196840.45910115348
1487,325359.35822581605
1488,235915.1978526602
1489,199270.44227821627
1490,232570.78383470257
1491,193945.48701372283
1492,94364.30009276191
1493,171716.78402521956
1494,295210.7198555954
1495,300327.73272160545
1496,227699.02592870555
1497,180768.13161825066
1498,160213.10066916558
1499,156392.4549603525
1500,151541.15302749164
1501,176046.54134674172
1502,146997.78337372036
1503,291139.9571211217
1504,246160.18543466847
1505,230074.15504977794
1506,196149.61548944272
1507,253626.2432389999
1508,196470.94198377224
1509,160881.6433526079
1510,147345.72874907643
1511,155965.81534444686
1512,181987.56064641647
1513,145782.00411117676
1514,159497.09117009753
1515,200406.8868584958
1516,154965.44119624488
1517,161571.20671739784
1518,137762.79309614532
1519,211867.3785117248
1520,130494.15017724983
1521,137751.52525593538
1522,180971.15724778763
1523,108053.23953311903
1524,127353.82742143895
1525,123965.68950513769
1526,115044.95754995341
1527,102118.269329942
1528,133051.2507752621
1529,151953.02569895028
1530,172231.4380204574
1531,109460.01807567413
1532,101237.58741040662
1533,150383.24558440308
1534,126528.64404257905
1535,146132.7358290085
1536,107374.45066416709
1537,59507.72581305706
1538,148238.31730132067
1539,196626.53522923985
1540,97131.43954399622
1541,141348.1569115222
1542,144411.8015396819
1543,188862.35272418117
1544,85733.82618173418
1545,111821.28759197537
1546,134630.23132423288
1547,131605.48197053364
1548,138217.61928489147
1549,115796.49904006216
1550,136352.15714348835
1551,111378.84756761484
1552,139127.8351435382
1553,153562.5105518924
1554,116196.8452353848
1555,166093.94269126275
1556,86881.00475582926
1557,113897.25387306052
1558,101482.16346391966
1559,60970.59431538913
1560,141483.08762762585
1561,125075.46893666562
1562,124635.9615984182
1563,121468.89255252943
1564,160417.6313416788
1565,152956.09569117948
1566,228539.84663968408
1567,77640.87148482277
1568,239565.89976809354
1569,131448.46885121695
1570,133021.58961115094
1571,119452.34573445562
1572,145126.2512104006
1573,237946.03009861722
1574,121764.07310813201
1575,229020.07402332706
1576,249504.28583865642
1577,175561.88683164076
1578,149952.52403047594
1579,145522.1982387816
1580,196067.4336212904
1581,151936.7573272973
1582,120686.48896026317
1583,304037.00193315867
1584,222122.4922360485
1585,139155.62311478486
1586,66533.45331491949
1587,102390.78593574405
1588,144625.18193059537
1589,107114.24649086688
1590,133400.6193832013
1591,94253.11853438248
1592,123337.72653210124
1593,129716.32162698379
1594,131193.87091429165
1595,110403.16914147728
1596,216884.46099561322
1597,194628.95848667005
1598,217574.98372736858
1599,164517.08248481035
1600,161586.96247471735
1601,65313.29527359244
1602,116829.72326494081
1603,75574.59883006272
1604,240886.471327699
1605,246897.0913954227
1606,173922.59976902284
1607,184228.45173375338
1608,214514.93038274723
1609,184921.0002648849
1610,141965.16386899038
1611,142756.35406246997
1612,159628.1672648359
1613,162992.21380947588
1614,123285.50757838806
1615,91579.0727213068
1616,77299.95929498773
1617,93192.69226974234
1618,124562.51813963937
1619,137476.94861013215
1620,154853.52361241708
1621,135743.12042992358
1622,137245.42198444053
1623,263573.4671939231
1624,216783.17216803378
1625,122717.25682562265
1626,171339.8515809159
1627,196226.21677126628
1628,272775.47821233276
1629,170188.21641092683
1630,349301.5603126823
1631,221791.9938282115
1632,250776.15496287623
1633,166905.5837767027
1634,183854.95460601576
1635,172652.04928265282
1636,151996.1862480226
1637,208051.5883989034
1638,179769.1507334853
1639,196126.5037533974
1640,258171.95041796938
1641,178865.27076703822
1642,235914.93773661487
1643,215188.4802340177
1644,231772.33962362126
1645,192076.78480220714
1646,159050.31000636038
1647,164970.72624354425
1648,131094.7636477815
1649,136746.8396975993
1650,110245.82834321616
1651,118187.09509119231
1652,96955.68226344463
1653,98701.53335243584
1654,143471.98804952847
1655,138507.31853993103
1656,139945.96364343265
1657,144454.5158382322
1658,142662.06622421084
1659,118867.21723672972
1660,149084.54319211657
1661,441858.51739927323
1662,401946.591792183
1663,387138.2222482745
1664,504014.00808941206
1665,310553.7622127122
1666,308188.94693833916
1667,368162.51918412204
1668,349015.88093272375
1669,292071.81462165056
1670,358335.1614435818
1671,271914.1894012704
1672,424686.9633017735
1673,287536.9833007107
1674,236425.1342810329
1675,195442.59804289046
1676,194213.5131906437
1677,220988.64062537026
1678,449511.1840260083
1679,375152.3560850326
1680,349029.46552140993
1681,251997.225045575
1682,295145.09737767396
1683,184864.32221181
1684,173588.61011632497
1685,168913.58749989985
1686,166643.1272007295
1687,165325.09705086902
1688,192762.5739174729
1689,192376.45389036246
1690,197293.80802900795
1691,183732.6501666917
1692,253583.56736485157
1693,161462.00281202304
1694,178235.44662715148
1695,158958.10883307457
1696,278248.641139762
1697,164704.0141739457
1698,351514.36439413915
1699,304599.8269745083
1700,254657.69615037146
1701,274413.4150113532
1702,243722.18416592493
1703,244155.39202613907
1704,274074.3832517921
1705,225953.79385549194
1706,426950.4008033341
1707,211111.2200123625
1708,204525.01290423612
1709,263447.80839865806
1710,214086.02854970493
1711,258085.44773770534
1712,266376.41182479146
1713,287387.7854866628
1714,226561.1902646183
1715,205968.45750796446
1716,181290.42449599123
1717,175399.93020810944
1718,133842.0464423676
1719,201155.49269154816
1720,231749.22478693112
1721,164263.45489596363
1722,122952.71495128641
1723,149569.9949575928
1724,206288.55989113596
1725,242439.3147688862
1726,185262.6773314568
1727,155787.33946831324
1728,176075.0652492171
1729,164181.20099718028
1730,153396.70773989524
1731,123211.7350485583
1732,127962.06625672094
1733,117962.25201329471
1734,124124.78616824048
1735,127801.95147565586
1736,108926.54766369783
1737,287692.85061201605
1738,246393.96232608202
1739,255617.46068742307
1740,220410.300285175
1741,190501.8107950732
1742,173599.0794046896
1743,176818.32049464568
1744,315761.5841252735
1745,224528.08212391776
1746,185710.05748817735
1747,215930.78752838649
1748,220963.37725999442
1749,142677.6546874754
1750,126459.19496812604
1751,256148.30305412252
1752,115763.89153848542
1753,155888.9674546405
1754,195273.8574442562
1755,169404.39855255067
1756,126364.46306540063
1757,119272.94119241399
1758,141063.69682438552
1759,165602.2136351876
1760,165838.15906358827
1761,150478.5461849924
1762,176669.28881491325
1763,184839.99085376892
1764,113679.05596137203
1765,167723.35943424894
1766,198826.3905775491
1767,230902.09058167858
1768,144623.29424520722
1769,179464.8658531157
1770,151534.39051365052
1771,124355.86931934375
1772,140532.7577251667
1773,121655.72210125263
1774,152392.0297183898
1775,140017.4633265296
1776,130175.0452375236
1777,116629.13534744144
1778,139638.08069053263
1779,116559.42509447776
1780,178028.80539236317
1781,130436.96976993537
1782,83082.20423410033
1783,136494.63888515483
1784,99596.73035068171
1785,124282.83262577624
1786,130087.30705680625
1787,166650.06051879184
1788,55395.16659727246
1789,94029.65651101255
1790,80253.40715245619
1791,175943.89849122817
1792,166850.47572713625
1793,135177.64044822485
1794,147138.8000489553
1795,138081.17906408175
1796,114838.56470830063
1797,111627.58207078192
1798,121599.44855896456
1799,109064.65852807557
1800,126436.48773105699
1801,121710.88574308492
1802,127740.40014823929
1803,150494.9573957491
1804,141282.9745100526
1805,136609.41461877176
1806,130734.80206205108
1807,136766.84774476182
1808,122791.33495012332
1809,122481.42750170964
1810,136623.20707063843
1811,95381.95248403752
1812,97129.99295603875
1813,116841.9574097825
1814,96189.62762073339
1815,51414.60941740222
1816,99687.45739189262
1817,105812.60574746269
1818,148579.57022476726
1819,124035.29790914795
1820,50660.89623018153
1821,117071.39010134747
1822,153779.9395776692
1823,40615.18094476768
1824,136464.29188418906
1825,130714.84358943942
1826,100921.91195850083
1827,104002.20118790286
1828,139037.96598323208
1829,125508.32518097873
1830,152259.93299455335
1831,147022.44510912627
1832,74304.79303216317
1833,147724.04597698653
1834,116569.09250512732
1835,118668.80605874742
1836,127315.23729786689
1837,95051.00407371347
1838,129554.11902099615
1839,96316.82385819698
1840,139857.00742665632
1841,136887.8323347933
1842,87730.03112664982
1843,125631.39416268333
1844,130185.52128693652
1845,139823.62265456433
1846,161380.64259210776
1847,167161.35185040993
1848,49815.08406087459
1849,119398.2957595436
1850,120043.61940285277
1851,162582.8740721331
1852,125020.07329076239
1853,122328.77085705103
1854,173005.00603489086
1855,149422.21312105836
1856,233171.207735977
1857,171182.3872458256
1858,139176.65165558027
1859,117530.2856996345
1860,144737.65639394877
1861,116859.51531154322
1862,297914.5398683471
1863,281714.1376979323
1864,281782.0514631829
1865,336668.82604649436
1866,321045.89990892564
1867,223794.57007619692
1868,284132.57531771326
1869,202194.25385357192
1870,231654.07674336177
1871,226983.00016518397
1872,168102.5203024415
1873,250787.5892195653
1874,147540.2811630968
1875,198902.22162353082
1876,198650.48782479038
1877,213444.93225714454
1878,202149.51937095547
1879,123793.7879673221
1880,130240.11076027002
1881,243662.43735689716
1882,244753.14724125076
1883,187442.1801070167
1884,205392.18707571947
1885,240416.2661512283
1886,277135.3279030244
1887,216049.69321293238
1888,268583.5566317758
1889,163936.7386346583
1890,116422.48970904273
1891,122709.76162712148
1892,97897.63943724686
1893,132381.2277876328
1894,128252.59481379994
1895,139550.53615151293
1896,129867.0319548291
1897,121783.56149625967
1898,115542.2822544268
1899,158195.1577359957
1900,151813.9250117494
1901,174594.87527912937
1902,162218.64266493043
1903,213267.03982549743
1904,136741.8691568118
1905,202593.30423038828
1906,158934.90454550378
1907,221965.27756709905
1908,107647.05488090181
1909,129697.69254808752
1910,117100.8383093274
1911,217679.90054311548
1912,330496.7813648384
1913,146270.88509839415
1914,54420.118418080776
1915,304013.0651082737
1916,70495.89688359862
1917,249340.78273701793
1918,141152.12620648422
1919,181662.96688732284
1920,154442.70784055977
1921,383278.58708208665
1922,310736.2434485336
1923,228727.31543165797
1924,227645.6308734689
1925,194989.9117346781
1926,375955.032817707
1927,134879.7067575339
1928,160739.4660877682
1929,119997.49995499864
1930,122697.16314058975
1931,139507.87773220747
1932,135951.4186079235
1933,169887.42420800618
1934,184749.4765617522
1935,166797.52929017882
1936,187973.1045438129
1937,183756.87076938048
1938,172836.86761715956
1939,239049.78347907524
1940,193314.74570214728
1941,168677.3534038607
1942,186464.76102074375
1943,207288.0636664541
1944,340532.85563044844
1945,397793.72484077816
1946,141037.6437676093
1947,320076.16780160554
1948,182338.97250588518
1949,252754.54550866203
1950,186090.55731087492
1951,254069.01433296443
1952,219311.87939065523
1953,168131.35850789933
1954,176513.1476886291
1955,136818.69710643575
1956,310419.0910426792
1957,156158.4264143066
1958,296426.8776319141
1959,141119.0881746608
1960,112315.65852611666
1961,112557.60077894072
1962,99374.3909612813
1963,108912.16062253638
1964,107612.73351498094
1965,138784.00034306216
1966,139576.38612626214
1967,281365.65682713815
1968,408160.52115787764
1969,389765.99585444445
1970,389605.11648809124
1971,438545.4223481753
1972,367049.3326691439
1973,268392.7255141082
1974,319558.364016674
1975,529692.3143293703
1976,272095.8767455935
1977,335721.54378860525
1978,326078.90252808045
1979,351098.11274348875
1980,204904.15324942704
1981,355083.7386109436
1982,213938.9586557536
1983,197265.92789943208
1984,166873.34835687254
1985,215772.5621246509
1986,214410.9429600803
1987,176586.27175894188
1988,171428.61781645718
1989,196450.7964300633
1990,207652.04855332733
1991,234247.9885872653
1992,214684.7447862173
1993,168022.9549595305
1994,240113.1761562137
1995,184118.66472771263
1996,245425.5422333155
1997,306856.8163281996
1998,324202.1196446053
1999,266327.3307053873
2000,315127.0272760739
2001,269431.9619480996
2002,238443.6683234685
2003,251719.23114203286
2004,276459.9623360545
2005,218308.02708626376
2006,225181.40325987167
2007,252071.13041583035
2008,214495.33955342066
2009,191861.39309264437
2010,197949.84025217508
2011,138128.766077531
2012,169842.7967486833
2013,178561.98921496555
2014,188419.06376781865
2015,209574.88381311306
2016,189902.3410136192
2017,196768.29953842325
2018,115646.63880963485
2019,131086.24415646313
2020,104703.91141011714
2021,97196.62821964419
2022,185018.44382400892
2023,143933.41000317823
2024,276780.6475248082
2025,333988.943263404
2026,175479.21034760564
2027,153296.97867628728
2028,148815.98715145784
2029,160633.72602718318
2030,272317.57884680445
2031,233285.77064939053
2032,249915.24975881484
2033,267223.5050915964
2034,174184.8161254393
2035,219252.66288732443
2036,200787.73415270835
2037,211088.28706834925
2038,328730.6098710152
2039,225319.0614291225
2040,282271.8367258006
2041,319007.8716093253
2042,208764.3003026923
2043,177553.7588818602
2044,187760.06284277185
2045,214633.6319229097
2046,154320.47795787617
2047,149410.41383618012
2048,136446.39097154076
2049,145963.33120756998
2050,178866.38645915408
2051,103392.8504850383
2052,124996.08450978268
2053,148323.13288681803
2054,92234.13954195214
2055,164846.22032169354
2056,138449.88668589492
2057,114231.81221373621
2058,224302.19957077852
2059,129693.12865107067
2060,173839.6098024095
2061,186276.70818640833
2062,130885.76938813197
2063,115135.19861405897
2064,141995.07241615956
2065,123362.26925369538
2066,162809.48567949253
2067,111780.08275072387
2068,153336.59262647992
2069,82177.46583173002
2070,116463.42392403811
2071,93648.12252710786
2072,129578.48614225216
2073,133463.44703646674
2074,185576.80592635472
2075,144442.91950884182
2076,116884.8407664216
2077,157921.5216335489
2078,122678.55687753312
2079,134884.5775513784
2080,118510.64669594611
2081,128631.87324339444
2082,114032.57587508268
2083,143723.72527799133
2084,105726.50412116176
2085,114689.64782747516
2086,98459.79529461107
2087,116817.73643915108
2088,100225.05909265493
2089,77117.1347324815
2090,124968.3902099778
2091,107290.80772660112
2092,123558.15691747873
2093,124948.89046507764
2094,112543.50805061679
2095,143176.5095958735
2096,81459.85371936929
2097,96171.5548385647
2098,150876.4303820533
2099,50053.520133919614
2100,63837.72853195421
2101,113197.98875569453
2102,124166.05366828975
2103,102539.11624870791
2104,141679.56252377268
2105,124666.95709782754
2106,59896.60470219401
2107,198393.80706693005
2108,116259.68981240017
